Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,155000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,113,Rice,2023,2023,ha,792500,A,Official figure,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,116,Rye,2023,2023,ha,491,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1446,Safflower seed,2023,2023,ha,3643,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,50000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1444,Sesame seed,2023,2023,ha,42000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1344.01,Sour cherries,2023,2023,ha,28527,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,141,Soya beans,2023,2023,ha,79000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1215,Spinach,2023,2023,ha,5068,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1354,Strawberries,2023,2023,ha,4484,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1801,Sugar beet,2023,2023,ha,88603,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1802,Sugar cane,2023,2023,ha,92602,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1445,Sunflower seed,2023,2023,ha,63000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,13259,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1620,Tea leaves,2023,2023,ha,14238,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1234,Tomatoes,2023,2023,ha,72634,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,10577,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,60371,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,1221,Watermelons,2023,2023,ha,55626,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5312,Area harvested,111,Wheat,2023,2023,ha,6572106,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,314,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1341,Apples,2023,2023,ha,24065,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1343,Apricots,2023,2023,ha,4871,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,115,Barley,2023,2023,ha,120131,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1701,"Beans, dry",2023,2023,ha,1,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1702,"Broad beans and horse beans, dry",2023,2023,ha,555,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1243,"Broad beans and horse beans, green",2023,2023,ha,4240,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1212,Cabbages,2023,2023,ha,705,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,5035,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,410,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,804,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1703,"Chick peas, dry",2023,2023,ha,3,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2023,ha,610,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,2023,ha,1596,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1706,"Cow peas, dry",2023,2023,ha,53,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,6374,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1314,Dates,2023,2023,ha,259089,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2023,ha,900,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,4149,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1315,Figs,2023,2023,ha,886,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1330,Grapes,2023,2023,ha,16258,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1252,Green garlic,2023,2023,ha,544,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,142,"Groundnuts, excluding shelled",2023,2023,ha,1708,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,3146,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1704,"Lentils, dry",2023,2023,ha,289,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,2721,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1441,Linseed,2023,2023,ha,352,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,112,Maize (corn),2023,2023,ha,88812,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,118,Millet,2023,2023,ha,788,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,117,Oats,2023,2023,ha,0,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1239.01,Okra,2023,2023,ha,4330,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1450,Olives,2023,2023,ha,6748,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,2810,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1253.01,"Onions and shallots, green",2023,2023,ha,3499,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1323,Oranges,2023,2023,ha,129886,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,211,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,46518,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,700,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,5970,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,633,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1342.01,Pears,2023,2023,ha,1541,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1242,"Peas, green",2023,2023,ha,3,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2023,2023,ha,4808,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1375,"Pistachios, in shell",2023,2023,ha,226,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,1315,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,35,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1510,Potatoes,2023,2023,ha,8965,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1235,"Pumpkins, squash and gourds",2023,2023,ha,1035,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1342.02,Quinces,2023,2023,ha,330,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,113,Rice,2023,2023,ha,3472,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,116,Rye,2023,2023,ha,74045,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,2,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1444,Sesame seed,2023,2023,ha,522,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,114,Sorghum,2023,2023,ha,1786,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,141,Soya beans,2023,2023,ha,41,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1215,Spinach,2023,2023,ha,306,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1354,Strawberries,2023,2023,ha,6,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1241.01,String beans,2023,2023,ha,1992,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1801,Sugar beet,2023,2023,ha,7985,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1802,Sugar cane,2023,2023,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,105,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,317,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1234,Tomatoes,2023,2023,ha,21736,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1970,Unmanufactured tobacco,2023,2023,ha,2692,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1709.01,Vetches,2023,2023,ha,1297,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1376,"Walnuts, in shell",2023,2023,ha,1110,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,1221,Watermelons,2023,2023,ha,8775,A,Official figure,
QCL,Crops and livestock products,368,Iraq,5312,Area harvested,111,Wheat,2023,2023,ha,1668077,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1371,"Almonds, in shell",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1341,Apples,2023,2023,ha,710,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1343,Apricots,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1311,Avocados,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1312,Bananas,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,115,Barley,2023,2023,ha,186340,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1702,"Broad beans and horse beans, dry",2023,2023,ha,15520,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1243,"Broad beans and horse beans, green",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1212,Cabbages,2023,2023,ha,830,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1229,Cantaloupes and other melons,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1251,Carrots and turnips,2023,2023,ha,900,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1213,Cauliflowers and broccoli,2023,2023,ha,760,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1199.9,Cereals n.e.c.,2023,2023,ha,10,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1373,"Chestnuts, in shell",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1232,Cucumbers and gherkins,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1351.01,Currants,2023,2023,ha,20,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1233,Eggplants (aubergines),2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1315,Figs,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1330,Grapes,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1374,"Hazelnuts, in shell",2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1659,Hop cones,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1352,Kiwi fruit,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2023,2023,ha,120,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1322,Lemons and limes,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1214,Lettuce and chicory,2023,2023,ha,210,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1441,Linseed,2023,2023,ha,20,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1709.02,Lupins,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,112,Maize (corn),2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1199.02,Mixed grain,2023,2023,ha,0,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,117,Oats,2023,2023,ha,27230,A,Official figure,
QCL,Crops and livestock products,372,Ireland,5312,Area harvested,1450,Olives,2023,2023,ha,0,A,Official figure,
